iter	RMSE
266	0.9653671561
267	0.9624815386
268	0.9599611602
269	0.9594703544
270	0.9539791076
271	0.9520282618
272	0.9494158411
273	0.9457970585
274	0.9454174855
275	0.9440900489
276	0.9411093003
277	0.9392689235
278	0.9386830521
279	0.9353607348
280	0.9334796267
281	0.9322937094
282	0.9286253323
283	0.9259787832
284	0.923881329
285	0.9228234042
286	0.921451025
287	0.9180154885
288	0.9149610251
289	0.910681705
290	0.907266294
291	0.9066963924
292	0.9047203353
293	0.9018122469
294	0.9009439825
295	0.899287446
296	0.8968532189
297	0.895347243
298	0.8938169239
299	0.8931143795
300	0.8912067912
301	0.8906157707
302	0.8892045653
303	0.8878076386
304	0.8850257465
305	0.8805433106
306	0.8788014586
307	0.8769858532
308	0.876174404
309	0.8747743147
310	0.8731521269
311	0.8727733779
312	0.8712954174
313	0.8709454779
314	0.8695204331
315	0.8690255822
316	0.8666147414
317	0.8658544756
318	0.8614913344
319	0.8602199122
320	0.8589696502
321	0.8577349001
322	0.8536651391
323	0.8531976827
324	0.8527909343
325	0.8523950934
326	0.8520140924
327	0.8495703948
328	0.8468589746
329	0.8464865906
330	0.8457195087
331	0.8431578534
332	0.8416486104
333	0.8400006154
334	0.8395899893
335	0.8361803892
336	0.8342335363
337	0.8316996401
338	0.8303258565
339	0.8283960116
340	0.8278606701
341	0.8250666045
342	0.8234941347
343	0.8201377633
344	0.8189920945
345	0.8160181468
346	0.8150651892
347	0.8139220299
348	0.8108293713
349	0.8101270194
350	0.809391856
351	0.806652866
352	0.8042440618
353	0.8039743322
354	0.803521333
355	0.802875236
356	0.8003078231
357	0.799137661
358	0.7989650301
359	0.7981292308
360	0.7978326851
361	0.7953171862
362	0.7944104023
363	0.7940488012
364	0.7923553462
365	0.7911638859
366	0.7909074533
367	0.7905229186
368	0.7882891335
369	0.7867099565
370	0.7839672751
371	0.7833111533
372	0.7829470689
373	0.7806980326
374	0.7791234226
375	0.7775265887
376	0.7759042553
377	0.7739948431
378	0.7735734197
379	0.7715083844
380	0.7701704563
381	0.7698565885
382	0.7694862921
383	0.7692754754
384	0.7673804297
385	0.7663724915
386	0.7640733027
387	0.7630514069
388	0.7621905503
389	0.7613507002
390	0.7611275388
391	0.7588000432
392	0.7576860262
393	0.7568287
394	0.7545921334
395	0.7519060636
396	0.7500128009
397	0.7496729935
398	0.7471442214
399	0.7448481184
400	0.7424285404
401	0.741275125
402	0.7400002389
403	0.7391172595
404	0.7388832295
405	0.7375981187
406	0.7368109635
407	0.7345369786
408	0.7325659957
409	0.7319773145
410	0.7299101195
411	0.7286866219
412	0.7276396672
413	0.7273309429
414	0.7253105862
415	0.724776422
416	0.7235347714
417	0.7227862047
418	0.7208329819
419	0.720538086
420	0.719911772
421	0.7194572029
422	0.7182788063
423	0.7181229921
424	0.7178466729
425	0.7172848767
426	0.7168360978
427	0.7151805178
428	0.7144670865
429	0.7125165792
430	0.7121597985
431	0.7114399958
432	0.7107434978
433	0.7101373648
434	0.7078207318
435	0.7073891604
436	0.7067246525
437	0.7061306629
438	0.7046202733
439	0.7023559305
440	0.7021725235
441	0.7014313438
442	0.7005337979
443	0.6987880723
444	0.6980234132
445	0.6960678059
446	0.6950675805
447	0.6946710432
448	0.6940401692
449	0.6936589097
450	0.6933322289
451	0.6931779531
452	0.6926704742
453	0.6910948102
454	0.6909630823
455	0.6900873851
456	0.689138636
457	0.6884209935
458	0.688170479
459	0.6877898249
460	0.685587897
461	0.6837327122
462	0.6823383799
463	0.6805501701
464	0.6804071489
465	0.6801812705
466	0.6798359707
467	0.6796850729
468	0.6796246159
469	0.6790826387
470	0.6776189416
471	0.6769879701
472	0.6755182883
473	0.6753928625
474	0.6750703112
475	0.6745376177
476	0.6743796897
477	0.6741983838
478	0.672472999
479	0.6720281206
480	0.671120907
481	0.6701757456
482	0.6699820398
483	0.6680363149
484	0.6670930267
485	0.6666231002
486	0.6651597387
487	0.6649984832
488	0.6635153569
489	0.6634186933
490	0.663144039
491	0.6625470804
492	0.6612625956
493	0.6611005854
494	0.6597690125
495	0.6594438994
496	0.65771735
497	0.6571779338
498	0.6570415647
499	0.6565745945
500	0.6560496429
501	0.6559413983
502	0.6558619077
503	0.655387191
504	0.6540720654
505	0.6529266745
506	0.6525140862
507	0.6511876153
508	0.6511237925
509	0.6507199822
510	0.6500572008
511	0.6493714097
512	0.6490208142
513	0.6471838081
514	0.6470633665
515	0.6465911355
516	0.6452542103
517	0.6452098747
518	0.6433303747
519	0.6423168645
520	0.6421915007
521	0.6420956254
522	0.6418143905
523	0.640296777
524	0.6394086411
525	0.638151583
526	0.6378657583
527	0.6377207384
528	0.6375513246
529	0.6369343873
530	0.636804278
531	0.6358350908
532	0.6344493475
533	0.6333552992
534	0.6317362125
535	0.6312713149
536	0.6311298519
537	0.6303148671
538	0.629590368
539	0.6285306897
540	0.6281584691
541	0.6279495105
542	0.6272240877
543	0.626486997
544	0.624823591
545	0.6234963879
546	0.6222666518
547	0.622011241
548	0.6218149049
549	0.6209010097
550	0.6202641838
551	0.6198951057
552	0.6197907826
553	0.6192772548
554	0.6182468613
555	0.6178933371
556	0.6177651841
557	0.6173732035
558	0.6162786346
559	0.614811457
560	0.614294448
561	0.6141701385
562	0.6139167874
563	0.612204776
564	0.6107518114
565	0.6097951518
566	0.6093829586
567	0.6079648778
568	0.6075099878
569	0.6071996442
570	0.6068986427
571	0.6064857302
572	0.6061388157
573	0.605412175
574	0.6044747371
575	0.6032563193
576	0.6028447833
577	0.6025762512
578	0.6020274374
579	0.601288253
580	0.6004864472
581	0.5988602559
582	0.5973048814
583	0.5964322048
584	0.5948838931
585	0.5946635002
586	0.5941975424
587	0.5933383511
588	0.5932272443
589	0.5924422822
590	0.5914176405
591	0.5910702874
592	0.5893959246
593	0.5882426914
594	0.5879688504
595	0.5878803621
596	0.5877333818
597	0.5871278202
598	0.5863728073
599	0.5858029295
600	0.5850619725
601	0.583478506
602	0.583297561
603	0.582945036
604	0.5826627395
605	0.5818251173
606	0.5804863975
607	0.5798064038
608	0.5782917399
609	0.5774452063
610	0.577036487
611	0.5764657685
612	0.5760507067
613	0.5758662186
614	0.574683947
615	0.5744874877
616	0.5737807255
617	0.5727500934
618	0.5715165614
619	0.5700644838
620	0.5686617822
621	0.5682600643
622	0.5681778892
623	0.5675664457
624	0.5675089917
625	0.5660490522
626	0.5644145939
627	0.5641938227
628	0.5639038278
629	0.5626673079
630	0.5616751459
631	0.5608464654
632	0.5598663512
633	0.5594930675
634	0.5589594055
635	0.5586564828
636	0.5585204615
637	0.5584664908
638	0.5577627702
639	0.5574877961
640	0.5574239555
641	0.5568239147
642	0.555983398
643	0.5551674194
644	0.5543878805
645	0.5534200185
646	0.5531185867
647	0.5530601346
648	0.552687239
649	0.5515502384
650	0.5512822992
651	0.5511049241
652	0.5510067173
653	0.5508869278
654	0.5501636033
655	0.5494064795
656	0.5488202062
657	0.5478113014
658	0.5465649078
659	0.5455760845
660	0.5453143521
661	0.5450786465
662	0.5438323545
663	0.5425572957
664	0.5419463992
665	0.5415469193
666	0.5410951114
667	0.5405596856
668	0.5402536926
669	0.5398300263
670	0.5392508862
671	0.5384826605
672	0.5382436029
673	0.5375387336
674	0.5371462546
675	0.5364469104
676	0.535797925
677	0.5354785925
678	0.5347579293
679	0.5346882273
680	0.5341300901
681	0.5331613066
682	0.5325298247
683	0.5322895304
684	0.5315727038
685	0.5308296354
686	0.5306276748
687	0.5304299592
688	0.5296715805
689	0.5287031794
690	0.5285410661
691	0.5284882298
692	0.5274888412
693	0.5271218366
694	0.5268314214
695	0.5257989447
696	0.525408011
697	0.5246748945
698	0.5241200287
699	0.522988585
700	0.5218163845
701	0.5212488175
702	0.5209578162
703	0.5206010513
704	0.5205619175
705	0.5200101082
706	0.5199756418
707	0.5186987239
708	0.5183980051
709	0.5181580601
710	0.5175531674
711	0.5171629523
712	0.516952954
713	0.5160560313
714	0.5151146822
715	0.5150069979
716	0.5146721163
717	0.5146246004
718	0.5143450171
719	0.5137288279
720	0.5129345208
721	0.5124631449
722	0.5120828679
723	0.5120247057
724	0.5117823814
725	0.5111964476
726	0.5106610224
727	0.5101437553
728	0.5100928949
729	0.5098257861
730	0.5086794064
731	0.5086097323
732	0.5079028009
733	0.5078646816
734	0.5077062163
735	0.5076315743
736	0.5064341022
737	0.505918542
738	0.5054810468
739	0.5052541167
740	0.5050495125
741	0.5045515519
742	0.503936467
743	0.5034614936
744	0.5033980185
745	0.5032184157
746	0.5024728903
747	0.5024292809
748	0.5022783445
749	0.5013773978
750	0.5008540601
751	0.5001275918
752	0.4998909341
753	0.4990229554
754	0.4976929048
755	0.4973030325
756	0.4963703707
757	0.4963217726
758	0.4956154799
759	0.4947158156
760	0.4940090118
761	0.4929055364
762	0.4926246255
763	0.4923333485
764	0.4919035827
765	0.4909439502
766	0.4906348396
767	0.4904738024
768	0.489829036
769	0.4884436412
770	0.4873212795
771	0.4872672566
772	0.4869812075
773	0.4861707338
774	0.4860186218
775	0.4859423516
776	0.4850069088
777	0.4847402103
778	0.4846392986
779	0.4843711374
780	0.4840092589
781	0.4837682473
782	0.4830928155
783	0.4822928576
784	0.4820560583
785	0.481417099
786	0.4812109832
787	0.4808537666
788	0.4806320614
789	0.4800607711
790	0.4795864486
791	0.479190318
792	0.4786532151
793	0.4780369184
794	0.4779874118
795	0.4774360359
796	0.4768926145
797	0.4763504148
798	0.4760618139
799	0.4759540747
800	0.4751502103
801	0.4745439808
802	0.4738510029
803	0.473600061
804	0.4735644631
805	0.4731697051
806	0.4731334956
807	0.4730307601
808	0.4724986216
809	0.4722327488
810	0.4720326779
811	0.4719880723
812	0.4718186218
813	0.471560519
814	0.4715154193
815	0.4713475828
816	0.4712931683
817	0.4711454443
818	0.4701246117
819	0.4696274429
820	0.4689845878
821	0.4687741209
822	0.4678350492
823	0.4667476612
824	0.4661780482
825	0.4661431661
826	0.4660869747
827	0.465616327
828	0.4651224355
829	0.4648479163
830	0.4644599467
831	0.4643903905
832	0.4638012614
833	0.462950711
834	0.4627705147
835	0.462395315
836	0.461899943
837	0.4615026409
838	0.4607530954
839	0.460620543
840	0.4603910138
841	0.4591258591
842	0.4584118598
843	0.4579555956
844	0.4577581277
845	0.4570138744
846	0.4569723772
847	0.4562564572
848	0.45589069
849	0.4556070558
850	0.4553534916
851	0.4548882352
852	0.4539135034
853	0.4529253038
854	0.4527819022
855	0.45241666
856	0.4519012127
857	0.4517384632
858	0.451404526
859	0.4509457497
860	0.4507433723
861	0.4500793902
862	0.4498965313
863	0.4495075242
864	0.4486046498
865	0.4485530081
